"year","country","sex","edu","age","n","prev","source"
2011,"Finland","m","3","From 55 to 59 years",55219,0.290416909912326,"EUROSTATcensus"
2011,"Finland","m","3","From 60 to 64 years",54221,0.275166456903902,"EUROSTATcensus"
2011,"Finland","m","3","From 65 to 69 years",37280,0.27708613603086,"EUROSTATcensus"
2001,"France","f","1","From 25 to 29 years",295358,0.101337370020802,"EUROSTATcensus"
2001,"France","f","1","From 30 to 34 years",365596,0.131721955544795,"EUROSTATcensus"
2001,"France","f","1","From 35 to 39 years",455740,0.168801720389325,"EUROSTATcensus"
2001,"France","f","1","From 40 to 44 years",579256,0.223225027765553,"EUROSTATcensus"
2001,"France","f","1","From 45 to 49 years",734363,0.2917104611911,"EUROSTATcensus"
2001,"France","f","1","From 50 to 54 years",748036,0.342734403242441,"EUROSTATcensus"
2001,"France","f","1","From 55 to 59 years",657339,0.4273730049958,"EUROSTATcensus"
2001,"France","f","1","From 60 to 64 years",843131,0.551289411395467,"EUROSTATcensus"
2001,"France","f","1","From 65 to 69 years",1002984,0.645025283722402,"EUROSTATcensus"
2001,"France","f","2a","From 25 to 29 years",109330,0.0375111378881706,"EUROSTATcensus"
2001,"France","f","2a","From 30 to 34 years",156854,0.0565135166003546,"EUROSTATcensus"
2001,"France","f","2a","From 35 to 39 years",234071,0.0866976510581683,"EUROSTATcensus"
2001,"France","f","2a","From 40 to 44 years",247112,0.0952283326563754,"EUROSTATcensus"
2001,"France","f","2a","From 45 to 49 years",209239,0.0831158503208421,"EUROSTATcensus"
2001,"France","f","2a","From 50 to 54 years",198033,0.0907345663541733,"EUROSTATcensus"
2001,"France","f","2a","From 55 to 59 years",132334,0.0860377662714584,"EUROSTATcensus"
2001,"France","f","2a","From 60 to 64 years",129189,0.0844714851769998,"EUROSTATcensus"
2001,"France","f","2a","From 65 to 69 years",139785,0.0898966078074385,"EUROSTATcensus"
2001,"France","f","2b","From 25 to 29 years",890751,0.305616789399304,"EUROSTATcensus"
2001,"France","f","2b","From 30 to 34 years",1004391,0.361875804580991,"EUROSTATcensus"
2001,"France","f","2b","From 35 to 39 years",968501,0.358723471713656,"EUROSTATcensus"
2001,"France","f","2b","From 40 to 44 years",857866,0.33059158933032,"EUROSTATcensus"
2001,"France","f","2b","From 45 to 49 years",788788,0.313329662935095,"EUROSTATcensus"
2001,"France","f","2b","From 50 to 54 years",637706,0.29218351169479,"EUROSTATcensus"
2001,"France","f","2b","From 55 to 59 years",419955,0.273036333327265,"EUROSTATcensus"
2001,"France","f","2b","From 60 to 64 years",340736,0.222793550327584,"EUROSTATcensus"
2001,"France","f","2b","From 65 to 69 years",259128,0.166646837557148,"EUROSTATcensus"
2001,"France","f","3","From 25 to 29 years",1619162,0.555534702691723,"EUROSTATcensus"
2001,"France","f","3","From 30 to 34 years",1248672,0.44988872327386,"EUROSTATcensus"
2001,"France","f","3","From 35 to 39 years",1041542,0.385777156838851,"EUROSTATcensus"
2001,"France","f","3","From 40 to 44 years",910708,0.350955050247751,"EUROSTATcensus"
2001,"France","f","3","From 45 to 49 years",785048,0.311844025552963,"EUROSTATcensus"
2001,"France","f","3","From 50 to 54 years",598778,0.274347518708595,"EUROSTATcensus"
2001,"France","f","3","From 55 to 59 years",328464,0.213552895405476,"EUROSTATcensus"
2001,"France","f","3","From 60 to 64 years",216324,0.141445553099949,"EUROSTATcensus"
2001,"France","f","3","From 65 to 69 years",153056,0.0984312709130115,"EUROSTATcensus"
2001,"France","m","1","From 25 to 29 years",322426,0.116207388954124,"EUROSTATcensus"
2001,"France","m","1","From 30 to 34 years",381256,0.143335412369022,"EUROSTATcensus"
2001,"France","m","1","From 35 to 39 years",422094,0.162785307385529,"EUROSTATcensus"
2001,"France","m","1","From 40 to 44 years",487617,0.194851558738144,"EUROSTATcensus"
2001,"France","m","1","From 45 to 49 years",603951,0.241486316930924,"EUROSTATcensus"
2001,"France","m","1","From 50 to 54 years",628262,0.282201583981947,"EUROSTATcensus"
2001,"France","m","1","From 55 to 59 years",545874,0.350506553930753,"EUROSTATcensus"
2001,"France","m","1","From 60 to 64 years",660097,0.454105299799604,"EUROSTATcensus"
2001,"France","m","1","From 65 to 69 years",751140,0.553587774107534,"EUROSTATcensus"
2001,"France","m","2a","From 25 to 29 years",111284,0.0401084995390283,"EUROSTATcensus"
2001,"France","m","2a","From 30 to 34 years",128142,0.0481757307735253,"EUROSTATcensus"
2001,"France","m","2a","From 35 to 39 years",164710,0.0635222675031402,"EUROSTATcensus"
2001,"France","m","2a","From 40 to 44 years",175709,0.0702132463271802,"EUROSTATcensus"
2001,"France","m","2a","From 45 to 49 years",148461,0.0593612728480984,"EUROSTATcensus"
2001,"France","m","2a","From 50 to 54 years",128953,0.057922874309164,"EUROSTATcensus"
2001,"France","m","2a","From 55 to 59 years",78862,0.0506374142312824,"EUROSTATcensus"
2001,"France","m","2a","From 60 to 64 years",71484,0.0491765047422953,"EUROSTATcensus"
2001,"France","m","2a","From 65 to 69 years",67771,0.0499470099302948,"EUROSTATcensus"
2001,"France","m","2b","From 25 to 29 years",1006496,0.362756949355108,"EUROSTATcensus"
2001,"France","m","2b","From 30 to 34 years",1085779,0.408204935021676,"EUROSTATcensus"
2001,"France","m","2b","From 35 to 39 years",1093179,0.421596799628531,"EUROSTATcensus"
2001,"France","m","2b","From 40 to 44 years",1006695,0.402274920529629,"EUROSTATcensus"
2001,"France","m","2b","From 45 to 49 years",948372,0.379201063265752,"EUROSTATcensus"
2001,"France","m","2b","From 50 to 54 years",777999,0.349460177658955,"EUROSTATcensus"
2001,"France","m","2b","From 55 to 59 years",517442,0.332250322013939,"EUROSTATcensus"
2001,"France","m","2b","From 60 to 64 years",429500,0.295469039041126,"EUROSTATcensus"
2001,"France","m","2b","From 65 to 69 years",319793,0.235686416706833,"EUROSTATcensus"
2001,"France","m","3","From 25 to 29 years",1334368,0.480927162151739,"EUROSTATcensus"
2001,"France","m","3","From 30 to 34 years",1064710,0.400283921835777,"EUROSTATcensus"
2001,"France","m","3","From 35 to 39 years",912966,0.3520956254828,"EUROSTATcensus"
2001,"France","m","3","From 40 to 44 years",832484,0.332660274405046,"EUROSTATcensus"
2001,"France","m","3","From 45 to 49 years",800190,0.319951346955226,"EUROSTATcensus"
2001,"France","m","3","From 50 to 54 years",691074,0.310415364049934,"EUROSTATcensus"
2001,"France","m","3","From 55 to 59 years",415208,0.266605709824026,"EUROSTATcensus"
2001,"France","m","3","From 60 to 64 years",292540,0.201249156416975,"EUROSTATcensus"
2001,"France","m","3","From 65 to 69 years",218154,0.160778799255338,"EUROSTATcensus"
2011,"France","f","1","From 25 to 29 years",60550,0.0298784826566634,"EUROSTATcensus"
2011,"France","f","1","From 30 to 34 years",71998,0.0353708490909931,"EUROSTATcensus"
2011,"France","f","1","From 35 to 39 years",97100,0.0431242569281939,"EUROSTATcensus"
2011,"France","f","1","From 40 to 44 years",117298,0.0511224689479095,"EUROSTATcensus"
2011,"France","f","1","From 45 to 49 years",259248,0.112868403351466,"EUROSTATcensus"
2011,"France","f","1","From 50 to 54 years",351401,0.158796099429393,"EUROSTATcensus"
2011,"France","f","1","From 55 to 59 years",469800,0.2158535173372,"EUROSTATcensus"
2011,"France","f","1","From 60 to 64 years",511536,0.257236046115179,"EUROSTATcensus"
2011,"France","f","1","From 65 to 69 years",593335,0.418004629975357,"EUROSTATcensus"
2011,"France","f","2a","From 25 to 29 years",212825,0.105018795564069,"EUROSTATcensus"
2011,"France","f","2a","From 30 to 34 years",222784,0.109448307506983,"EUROSTATcensus"
2011,"France","f","2a","From 35 to 39 years",304347,0.135167231960093,"EUROSTATcensus"
2011,"France","f","2a","From 40 to 44 years",390851,0.170346196105299,"EUROSTATcensus"
2011,"France","f","2a","From 45 to 49 years",402996,0.175451749201643,"EUROSTATcensus"
2011,"France","f","2a","From 50 to 54 years",440842,0.199213975101529,"EUROSTATcensus"
2011,"France","f","2a","From 55 to 59 years",441679,0.202933090004209,"EUROSTATcensus"
2011,"France","f","2a","From 60 to 64 years",433046,0.217765789359877,"EUROSTATcensus"
2011,"France","f","2a","From 65 to 69 years",210871,0.148558663027688,"EUROSTATcensus"
2011,"France","f","2b","From 25 to 29 years",761360,0.375694162765933,"EUROSTATcensus"
2011,"France","f","2b","From 30 to 34 years",753252,0.370054207331991,"EUROSTATcensus"
2011,"France","f","2b","From 35 to 39 years",904223,0.401585427110013,"EUROSTATcensus"
2011,"France","f","2b","From 40 to 44 years",1033321,0.45035653409029,"EUROSTATcensus"
2011,"France","f","2b","From 45 to 49 years",1023743,0.445705416636735,"EUROSTATcensus"
2011,"France","f","2b","From 50 to 54 years",901210,0.407251637777819,"EUROSTATcensus"
2011,"France","f","2b","From 55 to 59 years",815060,0.37448609587241,"EUROSTATcensus"
2011,"France","f","2b","From 60 to 64 years",683248,0.343584838674314,"EUROSTATcensus"
2011,"France","f","2b","From 65 to 69 years",423263,0.298188870869339,"EUROSTATcensus"
2011,"France","f","3","From 25 to 29 years",991807,0.489408559013334,"EUROSTATcensus"
2011,"France","f","3","From 30 to 34 years",987484,0.485126636070032,"EUROSTATcensus"
2011,"France","f","3","From 35 to 39 years",945963,0.4201230840017,"EUROSTATcensus"
2011,"France","f","3","From 40 to 44 years",752981,0.328174800856501,"EUROSTATcensus"
2011,"France","f","3","From 45 to 49 years",610918,0.265974430810155,"EUROSTATcensus"
2011,"France","f","3","From 50 to 54 years",519454,0.234738287691259,"EUROSTATcensus"
2011,"France","f","3","From 55 to 59 years",449937,0.206727296786181,"EUROSTATcensus"
2011,"France","f","3","From 60 to 64 years",360756,0.18141332585063,"EUROSTATcensus"
2011,"France","f","3","From 65 to 69 years",191977,0.135247836127616,"EUROSTATcensus"
2011,"France","m","1","From 25 to 29 years",66531,0.0337389930281572,"EUROSTATcensus"
2011,"France","m","1","From 30 to 34 years",74177,0.0372397305457463,"EUROSTATcensus"
2011,"France","m","1","From 35 to 39 years",102384,0.0460928204165479,"EUROSTATcensus"
2011,"France","m","1","From 40 to 44 years",125304,0.0557748991588185,"EUROSTATcensus"
2011,"France","m","1","From 45 to 49 years",193991,0.0874231069089991,"EUROSTATcensus"
2011,"France","m","1","From 50 to 54 years",236685,0.112376755196864,"EUROSTATcensus"
2011,"France","m","1","From 55 to 59 years",337001,0.164150191621643,"EUROSTATcensus"
2011,"France","m","1","From 60 to 64 years",455784,0.243272411683891,"EUROSTATcensus"
2011,"France","m","1","From 65 to 69 years",431398,0.33562426090745,"EUROSTATcensus"
2011,"France","m","2a","From 25 to 29 years",259555,0.131624721339275,"EUROSTATcensus"
2011,"France","m","2a","From 30 to 34 years",247188,0.124097961822963,"EUROSTATcensus"
2011,"France","m","2a","From 35 to 39 years",312286,0.140589765164499,"EUROSTATcensus"
2011,"France","m","2a","From 40 to 44 years",362615,0.161405981121712,"EUROSTATcensus"
2011,"France","m","2a","From 45 to 49 years",375376,0.169165250857372,"EUROSTATcensus"
2011,"France","m","2a","From 50 to 54 years",386294,0.183410297534772,"EUROSTATcensus"
2011,"France","m","2a","From 55 to 59 years",343832,0.167477511003388,"EUROSTATcensus"
2011,"France","m","2a","From 60 to 64 years",240101,0.128152698027385,"EUROSTATcensus"
2011,"France","m","2a","From 65 to 69 years",137414,0.106907014377295,"EUROSTATcensus"
2011,"France","m","2b","From 25 to 29 years",898742,0.455767237409809,"EUROSTATcensus"
2011,"France","m","2b","From 30 to 34 years",890555,0.447093145262913,"EUROSTATcensus"
2011,"France","m","2b","From 35 to 39 years",1024084,0.461038051877833,"EUROSTATcensus"
2011,"France","m","2b","From 40 to 44 years",1118084,0.497677826335061,"EUROSTATcensus"
2011,"France","m","2b","From 45 to 49 years",1123999,0.506536307058617,"EUROSTATcensus"
2011,"France","m","2b","From 50 to 54 years",1020996,0.484763367129212,"EUROSTATcensus"
2011,"France","m","2b","From 55 to 59 years",938817,0.457289415899823,"EUROSTATcensus"
2011,"France","m","2b","From 60 to 64 years",787483,0.420315080323279,"EUROSTATcensus"
2011,"France","m","2b","From 65 to 69 years",489573,0.380883954689737,"EUROSTATcensus"
2011,"France","m","3","From 25 to 29 years",747104,0.378869048222758,"EUROSTATcensus"
2011,"France","m","3","From 30 to 34 years",779958,0.391569162368378,"EUROSTATcensus"
2011,"France","m","3","From 35 to 39 years",782503,0.35227936254112,"EUROSTATcensus"
2011,"France","m","3","From 40 to 44 years",640599,0.285141293384409,"EUROSTATcensus"
2011,"France","m","3","From 45 to 49 years",525624,0.236875335175012,"EUROSTATcensus"
2011,"France","m","3","From 50 to 54 years",462199,0.219449580139153,"EUROSTATcensus"
2011,"France","m","3","From 55 to 59 years",433354,0.211082881475146,"EUROSTATcensus"
2011,"France","m","3","From 60 to 64 years",390186,0.208259809965445,"EUROSTATcensus"
2011,"France","m","3","From 65 to 69 years",226975,0.176584770025518,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","1","From 25 to 29 years",41,0.0109801821103374,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","1","From 30 to 34 years",56,0.0107054100554387,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","1","From 35 to 39 years",61,0.0105866018743492,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","1","From 40 to 44 years",52,0.00964570580597292,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","1","From 45 to 49 years",45,0.00903795942960434,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","1","From 50 to 54 years",53,0.0121476048590419,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","1","From 55 to 59 years",42,0.0106194690265487,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","1","From 60 to 64 years",40,0.0088339222614841,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","1","From 65 to 69 years",37,0.0116133082234777,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2a","From 25 to 29 years",318,0.0851633636850562,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2a","From 30 to 34 years",406,0.0776142229019308,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2a","From 35 to 39 years",472,0.0819160013884068,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2a","From 40 to 44 years",476,0.0882953069931367,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2a","From 45 to 49 years",510,0.102430206868849,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2a","From 50 to 54 years",568,0.130185652074261,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2a","From 55 to 59 years",604,0.152718078381795,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2a","From 60 to 64 years",1016,0.224381625441696,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2a","From 65 to 69 years",994,0.311989956057753,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2b","From 25 to 29 years",1417,0.379485806106052,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2b","From 30 to 34 years",1877,0.358822404893902,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2b","From 35 to 39 years",2050,0.355779243318292,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2b","From 40 to 44 years",1858,0.344648488221109,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2b","From 45 to 49 years",1689,0.339224743924483,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2b","From 50 to 54 years",1480,0.339216135686454,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2b","From 55 to 59 years",1347,0.340581542351454,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2b","From 60 to 64 years",1477,0.3261925795053,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","2b","From 65 to 69 years",938,0.294413057124922,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","3","From 25 to 29 years",1958,0.524370648098554,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","3","From 30 to 34 years",2892,0.552857962148729,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","3","From 35 to 39 years",3179,0.551718153418952,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","3","From 40 to 44 years",3005,0.557410498979781,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","3","From 45 to 49 years",2735,0.549307089777064,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","3","From 50 to 54 years",2262,0.518450607380243,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","3","From 55 to 59 years",1962,0.496080910240202,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","3","From 60 to 64 years",1995,0.440591872791519,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","f","3","From 65 to 69 years",1217,0.381983678593848,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","1","From 25 to 29 years",35,0.00894454382826476,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","1","From 30 to 34 years",43,0.00788990825688073,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","1","From 35 to 39 years",57,0.00916546068499759,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","1","From 40 to 44 years",46,0.00813583303855677,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","1","From 45 to 49 years",30,0.0058331713007972,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","1","From 50 to 54 years",33,0.00707243891984569,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","1","From 55 to 59 years",32,0.00745920745920746,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","1","From 60 to 64 years",36,0.00727566693613581,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","1","From 65 to 69 years",24,0.00690647482014389,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2a","From 25 to 29 years",284,0.0725785842064912,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2a","From 30 to 34 years",306,0.0561467889908257,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2a","From 35 to 39 years",357,0.0574047274481428,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2a","From 40 to 44 years",316,0.0558896356561726,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2a","From 45 to 49 years",283,0.0550262492708536,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2a","From 50 to 54 years",285,0.0610801543077583,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2a","From 55 to 59 years",284,0.0662004662004662,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2a","From 60 to 64 years",407,0.0822554567502021,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2a","From 65 to 69 years",326,0.0938129496402878,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2b","From 25 to 29 years",1532,0.391515461282903,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2b","From 30 to 34 years",1798,0.329908256880734,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2b","From 35 to 39 years",1970,0.316771185077987,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2b","From 40 to 44 years",1807,0.319596745666785,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2b","From 45 to 49 years",1610,0.31304685980945,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2b","From 50 to 54 years",1427,0.3058294042006,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2b","From 55 to 59 years",1298,0.302564102564103,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2b","From 60 to 64 years",1544,0.312045270816492,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","2b","From 65 to 69 years",1113,0.320287769784173,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","3","From 25 to 29 years",2062,0.526961410682341,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","3","From 30 to 34 years",3303,0.60605504587156,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","3","From 35 to 39 years",3835,0.616658626788873,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","3","From 40 to 44 years",3485,0.616377785638486,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","3","From 45 to 49 years",3220,0.626093719618899,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","3","From 50 to 54 years",2921,0.626018002571796,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","3","From 55 to 59 years",2676,0.623776223776224,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","3","From 60 to 64 years",2961,0.598423605497171,"EUROSTATcensus"
2001,"Germany (until 1990 former territory of the FRG)","m","3","From 65 to 69 years",2012,0.578992805755396,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","1","From 25 to 29 years",74750,0.0315839287449666,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","1","From 30 to 34 years",90250,0.0383378574129062,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","1","From 35 to 39 years",105390,0.0447658489964957,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","1","From 40 to 44 years",110900,0.0355587761881248,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","1","From 45 to 49 years",127550,0.0370261781320576,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","1","From 50 to 54 years",114030,0.0372053718253243,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","1","From 55 to 59 years",115120,0.0418368681949674,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","1","From 60 to 64 years",110500,0.0462287002832292,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","1","From 65 to 69 years",92930,0.0428124553700999,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2a","From 25 to 29 years",242480,0.102454462101398,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2a","From 30 to 34 years",242520,0.103021575399202,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2a","From 35 to 39 years",256980,0.109155782096209,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2a","From 40 to 44 years",336540,0.107907579245731,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2a","From 45 to 49 years",388500,0.112776716615479,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2a","From 50 to 54 years",403410,0.131623424081856,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2a","From 55 to 59 years",428580,0.155754386474975,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2a","From 60 to 64 years",473400,0.198051282480368,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2a","From 65 to 69 years",507810,0.233945905105891,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2b","From 25 to 29 years",1275060,0.538747882081032,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2b","From 30 to 34 years",1179380,0.50099614709843,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2b","From 35 to 39 years",1235220,0.524676648614208,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2b","From 40 to 44 years",1734020,0.555993048563862,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2b","From 45 to 49 years",1928210,0.559735373861347,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2b","From 50 to 54 years",1679880,0.548106288011276,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2b","From 55 to 59 years",1484620,0.539540056111991,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2b","From 60 to 64 years",1297130,0.54266637102611,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","2b","From 65 to 69 years",1171410,0.539663599968673,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","3","From 25 to 29 years",774420,0.327213727072603,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","3","From 30 to 34 years",841920,0.357644420089462,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","3","From 35 to 39 years",756660,0.321401720293087,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","3","From 40 to 44 years",937320,0.300540596002283,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","3","From 45 to 49 years",1000600,0.290461731391116,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","3","From 50 to 54 years",867560,0.283064916081543,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","3","From 55 to 59 years",723320,0.262868689218066,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","3","From 60 to 64 years",509260,0.213053646210292,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","f","3","From 65 to 69 years",398480,0.183578039555336,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","1","From 25 to 29 years",74770,0.0313437966363164,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","1","From 30 to 34 years",79910,0.0339516663550925,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","1","From 35 to 39 years",84630,0.0358241935005947,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","1","From 40 to 44 years",97120,0.0304442821362407,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","1","From 45 to 49 years",116310,0.0331114704442192,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","1","From 50 to 54 years",98830,0.0320812044328739,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","1","From 55 to 59 years",75530,0.0284384636527593,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","1","From 60 to 64 years",71810,0.0314546402274231,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","1","From 65 to 69 years",71920,0.0361334405144695,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","2a","From 25 to 29 years",255690,0.107185975149655,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","2a","From 30 to 34 years",235630,0.100113016434119,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","2a","From 35 to 39 years",221130,0.0936051507596185,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","2a","From 40 to 44 years",263390,0.0825650686971214,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","2a","From 45 to 49 years",292740,0.0833380780486694,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","2a","From 50 to 54 years",263910,0.0856678201141329,"EUROSTATcensus"
2011,"Germany (until 1990 former territory of the FRG)","m","2a","From 55 to 59 years",224300,0.0844531629460336,"EUROSTATcensus"
