"year","country","sex","edu","age","n","prev","source","alln"
"2011","Estonia","Males","Upper secondary education (level 3)","From 30 to 34 years",18743,0.438987258759603,"EUROSTATcensus",NA
"2011","Estonia","Males","Upper secondary education (level 3)","From 35 to 39 years",21624,0.473909136733218,"EUROSTATcensus",NA
"2011","Finland","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",67247,0.364889795652599,"EUROSTATcensus",NA
"2011","Finland","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",84441,0.450772721206459,"EUROSTATcensus",NA
"2011","Finland","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",80401,0.405680465013018,"EUROSTATcensus",NA
"2011","Finland","Females","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",21284,0.115489381097594,"EUROSTATcensus",NA
"2011","Finland","Females","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",16766,0.0895022020552516,"EUROSTATcensus",NA
"2011","Finland","Females","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",16292,0.0822047752638908,"EUROSTATcensus",NA
"2011","Finland","Females","Post-secondary non-tertiary education (level 4)","From 25 to 29 years",608,0.00329907647563133,"EUROSTATcensus",NA
"2011","Finland","Females","Post-secondary non-tertiary education (level 4)","From 30 to 34 years",1099,0.00586680902175364,"EUROSTATcensus",NA
"2011","Finland","Females","Post-secondary non-tertiary education (level 4)","From 35 to 39 years",1220,0.00615577128786809,"EUROSTATcensus",NA
"2011","Finland","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",187,0.00101468306076161,"EUROSTATcensus",NA
"2011","Finland","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",1334,0.0071213132256773,"EUROSTATcensus",NA
"2011","Finland","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",2093,0.010560679758613,"EUROSTATcensus",NA
"2011","Finland","Females","Upper secondary education (level 3)","From 25 to 29 years",79027,0.428809402367956,"EUROSTATcensus",NA
"2011","Finland","Females","Upper secondary education (level 3)","From 30 to 34 years",61417,0.327863339116509,"EUROSTATcensus",NA
"2011","Finland","Females","Upper secondary education (level 3)","From 35 to 39 years",52796,0.266393525339577,"EUROSTATcensus",NA
"2011","Finland","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",40977,0.212837679909831,"EUROSTATcensus",NA
"2011","Finland","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",57473,0.293228095775022,"EUROSTATcensus",NA
"2011","Finland","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",56186,0.271194130707597,"EUROSTATcensus",NA
"2011","Finland","Males","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",35132,0.18247830174469,"EUROSTATcensus",NA
"2011","Finland","Males","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",29904,0.152570650149744,"EUROSTATcensus",NA
"2011","Finland","Males","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",28750,0.13876822087074,"EUROSTATcensus",NA
"2011","Finland","Males","Post-secondary non-tertiary education (level 4)","From 25 to 29 years",708,0.00367740628587159,"EUROSTATcensus",NA
"2011","Finland","Males","Post-secondary non-tertiary education (level 4)","From 30 to 34 years",1506,0.00768363426717211,"EUROSTATcensus",NA
"2011","Finland","Males","Post-secondary non-tertiary education (level 4)","From 35 to 39 years",1605,0.00774688676513177,"EUROSTATcensus",NA
"2011","Finland","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",214,0.00111153240844141,"EUROSTATcensus",NA
"2011","Finland","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",1516,0.00773465441502849,"EUROSTATcensus",NA
"2011","Finland","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",2191,0.0105753451105319,"EUROSTATcensus",NA
"2011","Finland","Males","Upper secondary education (level 3)","From 25 to 29 years",100679,0.522934445558285,"EUROSTATcensus",NA
"2011","Finland","Males","Upper secondary education (level 3)","From 30 to 34 years",83821,0.427655981347034,"EUROSTATcensus",NA
"2011","Finland","Males","Upper secondary education (level 3)","From 35 to 39 years",72383,0.349372526305628,"EUROSTATcensus",NA
"2011","France","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",977642,0.221936993577588,"EUROSTATcensus",NA
"2011","France","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",973645,0.286199843855453,"EUROSTATcensus",NA
"2011","France","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",933160,0.275962412852379,"EUROSTATcensus",NA
"2011","France","Females","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",212825,0.0483139438139423,"EUROSTATcensus",NA
"2011","France","Females","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",222784,0.0654866465842205,"EUROSTATcensus",NA
"2011","France","Females","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",304347,0.0900042141373217,"EUROSTATcensus",NA
"2011","France","Females","No education","From 25 to 29 years",18127,0.0041150563115956,"EUROSTATcensus",NA
"2011","France","Females","No education","From 30 to 34 years",21151,0.006217269022474,"EUROSTATcensus",NA
"2011","France","Females","No education","From 35 to 39 years",25531,0.00755025543586748,"EUROSTATcensus",NA
"2011","France","Females","Primary education or first stage of basic education (level 1)","From 25 to 29 years",42423,0.00963055298211618,"EUROSTATcensus",NA
"2011","France","Females","Primary education or first stage of basic education (level 1)","From 30 to 34 years",50847,0.0149463135542402,"EUROSTATcensus",NA
"2011","France","Females","Primary education or first stage of basic education (level 1)","From 35 to 39 years",71569,0.0211650241388743,"EUROSTATcensus",NA
"2011","France","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",14165,0.00321563262833076,"EUROSTATcensus",NA
"2011","France","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",13839,0.0040679299324863,"EUROSTATcensus",NA
"2011","France","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",12803,0.00378621755299093,"EUROSTATcensus",NA
"2011","France","Females","Upper secondary education (level 3)","From 25 to 29 years",761360,0.172838267413054,"EUROSTATcensus",NA
"2011","France","Females","Upper secondary education (level 3)","From 30 to 34 years",753252,0.221416024098935,"EUROSTATcensus",NA
"2011","France","Females","Upper secondary education (level 3)","From 35 to 39 years",904223,0.267404904664385,"EUROSTATcensus",NA
"2011","France","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",732096,0.324150710315009,"EUROSTATcensus",NA
"2011","France","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",763695,0.335980160455004,"EUROSTATcensus",NA
"2011","France","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",765939,0.233105930431512,"EUROSTATcensus",NA
"2011","France","Males","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",259555,0.114923367448821,"EUROSTATcensus",NA
"2011","France","Males","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",247188,0.108747947678787,"EUROSTATcensus",NA
"2011","France","Males","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",312286,0.0950411437343379,"EUROSTATcensus",NA
"2011","France","Males","No education","From 25 to 29 years",18109,0.00801813589077731,"EUROSTATcensus",NA
"2011","France","Males","No education","From 30 to 34 years",20409,0.00897874032791386,"EUROSTATcensus",NA
"2011","France","Males","No education","From 35 to 39 years",24090,0.00733155233523181,"EUROSTATcensus",NA
"2011","France","Males","Primary education or first stage of basic education (level 1)","From 25 to 29 years",48422,0.0214398462699883,"EUROSTATcensus",NA
"2011","France","Males","Primary education or first stage of basic education (level 1)","From 30 to 34 years",53768,0.0236547067446358,"EUROSTATcensus",NA
"2011","France","Males","Primary education or first stage of basic education (level 1)","From 35 to 39 years",78294,0.0238280015996114,"EUROSTATcensus",NA
"2011","France","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",15008,0.00664510373012236,"EUROSTATcensus",NA
"2011","France","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",16263,0.00715474809901823,"EUROSTATcensus",NA
"2011","France","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",16564,0.00504108895312493,"EUROSTATcensus",NA
"2011","France","Males","Upper secondary education (level 3)","From 25 to 29 years",898742,0.397936688207465,"EUROSTATcensus",NA
"2011","France","Males","Upper secondary education (level 3)","From 30 to 34 years",890555,0.391790979113397,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",762870,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",805380,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",719780,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",242480,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",242520,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",256980,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Post-secondary non-tertiary education (level 4)","From 25 to 29 years",305980,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Post-secondary non-tertiary education (level 4)","From 30 to 34 years",274550,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Post-secondary non-tertiary education (level 4)","From 35 to 39 years",226670,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Primary education or first stage of basic education (level 1)","From 25 to 29 years",74750,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Primary education or first stage of basic education (level 1)","From 30 to 34 years",90250,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Primary education or first stage of basic education (level 1)","From 35 to 39 years",105390,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",11550,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",36540,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",36880,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Upper secondary education (level 3)","From 25 to 29 years",969080,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Females","Upper secondary education (level 3)","From 30 to 34 years",904830,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",576640,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",732230,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",731210,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",255690,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",235630,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",221130,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","Post-secondary non-tertiary education (level 4)","From 25 to 29 years",253100,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","Post-secondary non-tertiary education (level 4)","From 30 to 34 years",206110,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","Post-secondary non-tertiary education (level 4)","From 35 to 39 years",178800,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","Primary education or first stage of basic education (level 1)","From 25 to 29 years",74770,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","Primary education or first stage of basic education (level 1)","From 30 to 34 years",79910,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","Primary education or first stage of basic education (level 1)","From 35 to 39 years",84630,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",9510,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",41220,NA,"EUROSTATcensus",NA
"2011","Germany (until 1990 former territory of the FRG)","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",57780,NA,"EUROSTATcensus",NA
"2011","Greece","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",153554,0.199686595793101,"EUROSTATcensus",NA
"2011","Greece","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",132357,0.167229121471286,"EUROSTATcensus",NA
"2011","Greece","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",117056,0.161316151046469,"EUROSTATcensus",NA
"2011","Greece","Females","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",25881,0.0336564907831854,"EUROSTATcensus",NA
"2011","Greece","Females","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",36276,0.0458336439364171,"EUROSTATcensus",NA
"2011","Greece","Females","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",45335,0.062476658246409,"EUROSTATcensus",NA
"2011","Greece","Females","No education","From 25 to 29 years",6751,0.00877921909034754,"EUROSTATcensus",NA
"2011","Greece","Females","No education","From 30 to 34 years",6943,0.00877227339978344,"EUROSTATcensus",NA
"2011","Greece","Females","No education","From 35 to 39 years",6398,0.00881715362215782,"EUROSTATcensus",NA
"2011","Greece","Females","Post-secondary non-tertiary education (level 4)","From 25 to 29 years",39465,0.0513215644201697,"EUROSTATcensus",NA
"2011","Greece","Females","Post-secondary non-tertiary education (level 4)","From 30 to 34 years",63314,0.0799953504297694,"EUROSTATcensus",NA
"2011","Greece","Females","Post-secondary non-tertiary education (level 4)","From 35 to 39 years",46042,0.0634509826619866,"EUROSTATcensus",NA
"2011","Greece","Females","Primary education or first stage of basic education (level 1)","From 25 to 29 years",20073,0.0261035794401639,"EUROSTATcensus",NA
"2011","Greece","Females","Primary education or first stage of basic education (level 1)","From 30 to 34 years",27347,0.0345521187763039,"EUROSTATcensus",NA
"2011","Greece","Females","Primary education or first stage of basic education (level 1)","From 35 to 39 years",32058,0.0441794796528814,"EUROSTATcensus",NA
"2011","Greece","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",714,0.000928508729152443,"EUROSTATcensus",NA
"2011","Greece","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",2164,0.00273414945083269,"EUROSTATcensus",NA
"2011","Greece","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",2430,0.0033488095188877,"EUROSTATcensus",NA
"2011","Greece","Females","Upper secondary education (level 3)","From 25 to 29 years",105716,0.137476510939888,"EUROSTATcensus",NA
"2011","Greece","Females","Upper secondary education (level 3)","From 30 to 34 years",136213,0.172101062452067,"EUROSTATcensus",NA
"2011","Greece","Females","Upper secondary education (level 3)","From 35 to 39 years",153829,0.211993423654723,"EUROSTATcensus",NA
"2011","Greece","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",111558,0.143405122878643,"EUROSTATcensus",NA
"2011","Greece","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",106512,0.133875141872809,"EUROSTATcensus",NA
"2011","Greece","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",97217,0.133360494609584,"EUROSTATcensus",NA
"2011","Greece","Males","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",40422,0.0519615077089991,"EUROSTATcensus",NA
"2011","Greece","Males","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",52388,0.065846580032604,"EUROSTATcensus",NA
"2011","Greece","Males","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",60148,0.0825099214106305,"EUROSTATcensus",NA
"2011","Greece","Males","No education","From 25 to 29 years",11650,0.0149757944883934,"EUROSTATcensus",NA
"2011","Greece","Males","No education","From 30 to 34 years",11767,0.014789965397489,"EUROSTATcensus",NA
"2011","Greece","Males","No education","From 35 to 39 years",10037,0.0137685722085273,"EUROSTATcensus",NA
"2011","Greece","Males","Post-secondary non-tertiary education (level 4)","From 25 to 29 years",31151,0.0400438604384501,"EUROSTATcensus",NA
"2011","Greece","Males","Post-secondary non-tertiary education (level 4)","From 30 to 34 years",41480,0.0521362934212494,"EUROSTATcensus",NA
"2011","Greece","Males","Post-secondary non-tertiary education (level 4)","From 35 to 39 years",30601,0.0419778896237066,"EUROSTATcensus",NA
"2011","Greece","Males","Primary education or first stage of basic education (level 1)","From 25 to 29 years",30768,0.0395515231604197,"EUROSTATcensus",NA
"2011","Greece","Males","Primary education or first stage of basic education (level 1)","From 30 to 34 years",42733,0.0537111915807679,"EUROSTATcensus",NA
"2011","Greece","Males","Primary education or first stage of basic education (level 1)","From 35 to 39 years",45255,0.0620799776125238,"EUROSTATcensus",NA
"2011","Greece","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",1022,0.00131375639202902,"EUROSTATcensus",NA
"2011","Greece","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",3236,0.00406733475195668,"EUROSTATcensus",NA
"2011","Greece","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",3565,0.00489040150676494,"EUROSTATcensus",NA
"2011","Greece","Males","Upper secondary education (level 3)","From 25 to 29 years",145046,0.186453140546224,"EUROSTATcensus",NA
"2011","Greece","Males","Upper secondary education (level 3)","From 30 to 34 years",159745,0.200783804064067,"EUROSTATcensus",NA
"2011","Greece","Males","Upper secondary education (level 3)","From 35 to 39 years",162858,0.223405612507356,"EUROSTATcensus",NA
"2011","Hungary","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",115040,0.252495544454492,"EUROSTATcensus",NA
"2011","Hungary","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",132082,0.317503281234225,"EUROSTATcensus",NA
"2011","Hungary","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",112724,0.304381402934616,"EUROSTATcensus",NA
"2011","Hungary","Females","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",35282,0.0774386978393897,"EUROSTATcensus",NA
"2011","Hungary","Females","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",41968,0.100884130364758,"EUROSTATcensus",NA
"2011","Hungary","Females","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",56332,0.152109694387289,"EUROSTATcensus",NA
"2011","Hungary","Females","No education","From 25 to 29 years",1212,0.00266015820478828,"EUROSTATcensus",NA
"2011","Hungary","Females","No education","From 30 to 34 years",1439,0.00345911798500969,"EUROSTATcensus",NA
"2011","Hungary","Females","No education","From 35 to 39 years",1424,0.00384513606489207,"EUROSTATcensus",NA
"2011","Hungary","Females","Post-secondary non-tertiary education (level 4)","From 25 to 29 years",35477,0.07786669359016,"EUROSTATcensus",NA
"2011","Hungary","Females","Post-secondary non-tertiary education (level 4)","From 30 to 34 years",26562,0.0638506545641608,"EUROSTATcensus",NA
"2011","Hungary","Females","Post-secondary non-tertiary education (level 4)","From 35 to 39 years",22364,0.06038807791801,"EUROSTATcensus",NA
"2011","Hungary","Females","Primary education or first stage of basic education (level 1)","From 25 to 29 years",652,0.00143104220257588,"EUROSTATcensus",NA
"2011","Hungary","Females","Primary education or first stage of basic education (level 1)","From 30 to 34 years",916,0.00220191249080533,"EUROSTATcensus",NA
"2011","Hungary","Females","Primary education or first stage of basic education (level 1)","From 35 to 39 years",1023,0.00276234142864086,"EUROSTATcensus",NA
"2011","Hungary","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",269,0.000590414651062746,"EUROSTATcensus",NA
"2011","Hungary","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",1233,0.00296392805803818,"EUROSTATcensus",NA
"2011","Hungary","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",1380,0.00372632568086451,"EUROSTATcensus",NA
"2011","Hungary","Females","Upper secondary education (level 3)","From 25 to 29 years",113131,0.24830557579695,"EUROSTATcensus",NA
"2011","Hungary","Females","Upper secondary education (level 3)","From 30 to 34 years",175214,0.421185475069831,"EUROSTATcensus",NA
"2011","Hungary","Females","Upper secondary education (level 3)","From 35 to 39 years",208064,0.561821903234343,"EUROSTATcensus",NA
"2011","Hungary","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",70439,0.176778095668323,"EUROSTATcensus",NA
"2011","Hungary","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",88230,0.249786253404375,"EUROSTATcensus",NA
"2011","Hungary","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",77551,0.256543342198933,"EUROSTATcensus",NA
"2011","Hungary","Males","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",45735,0.114779400692667,"EUROSTATcensus",NA
"2011","Hungary","Males","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",52345,0.148192921165726,"EUROSTATcensus",NA
"2011","Hungary","Males","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",63447,0.209886467389147,"EUROSTATcensus",NA
"2011","Hungary","Males","No education","From 25 to 29 years",1607,0.004033027154545,"EUROSTATcensus",NA
"2011","Hungary","Males","No education","From 30 to 34 years",1776,0.00502799938848656,"EUROSTATcensus",NA
"2011","Hungary","Males","No education","From 35 to 39 years",1866,0.00617283950617284,"EUROSTATcensus",NA
"2011","Hungary","Males","Post-secondary non-tertiary education (level 4)","From 25 to 29 years",43703,0.109679767103348,"EUROSTATcensus",NA
"2011","Hungary","Males","Post-secondary non-tertiary education (level 4)","From 30 to 34 years",25384,0.0718641534219273,"EUROSTATcensus",NA
"2011","Hungary","Males","Post-secondary non-tertiary education (level 4)","From 35 to 39 years",17727,0.058641975308642,"EUROSTATcensus",NA
"2011","Hungary","Males","Primary education or first stage of basic education (level 1)","From 25 to 29 years",831,0.00208552928775787,"EUROSTATcensus",NA
"2011","Hungary","Males","Primary education or first stage of basic education (level 1)","From 30 to 34 years",970,0.00274614831465764,"EUROSTATcensus",NA
"2011","Hungary","Males","Primary education or first stage of basic education (level 1)","From 35 to 39 years",1048,0.00346684662511744,"EUROSTATcensus",NA
"2011","Hungary","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",295,0.000740350348843046,"EUROSTATcensus",NA
"2011","Hungary","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",1514,0.00428625623545532,"EUROSTATcensus",NA
"2011","Hungary","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",2029,0.00671205324652985,"EUROSTATcensus",NA
"2011","Hungary","Males","Upper secondary education (level 3)","From 25 to 29 years",147628,0.370496411183055,"EUROSTATcensus",NA
"2011","Hungary","Males","Upper secondary education (level 3)","From 30 to 34 years",215684,0.610618817627441,"EUROSTATcensus",NA
"2011","Hungary","Males","Upper secondary education (level 3)","From 35 to 39 years",248617,0.822439892554219,"EUROSTATcensus",NA
"2011","Iceland","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",3887,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",5115,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",5111,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",2725,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",2508,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",2539,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","No education","From 25 to 29 years",3,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","No education","From 35 to 39 years",3,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Post-secondary non-tertiary education (level 4)","From 25 to 29 years",240,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Post-secondary non-tertiary education (level 4)","From 30 to 34 years",239,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Post-secondary non-tertiary education (level 4)","From 35 to 39 years",243,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Primary education or first stage of basic education (level 1)","From 30 to 34 years",2,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Primary education or first stage of basic education (level 1)","From 35 to 39 years",3,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",4,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",35,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",72,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Upper secondary education (level 3)","From 25 to 29 years",3855,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Upper secondary education (level 3)","From 30 to 34 years",2913,NA,"EUROSTATcensus",NA
"2011","Iceland","Females","Upper secondary education (level 3)","From 35 to 39 years",2576,NA,"EUROSTATcensus",NA
"2011","Iceland","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",2433,NA,"EUROSTATcensus",NA
"2011","Iceland","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",3459,NA,"EUROSTATcensus",NA
"2011","Iceland","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",3419,NA,"EUROSTATcensus",NA
"2011","Iceland","Males","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",4100,NA,"EUROSTATcensus",NA
"2011","Iceland","Males","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",3599,NA,"EUROSTATcensus",NA
"2011","Iceland","Males","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",3404,NA,"EUROSTATcensus",NA
"2011","Iceland","Males","No education","From 25 to 29 years",2,NA,"EUROSTATcensus",NA
